gene_id,Mmus_C57-6J_KDN_FLT_Rep1_M23,Mmus_C57-6J_KDN_FLT_Rep2_M24,Mmus_C57-6J_KDN_FLT_Rep3_M25,Mmus_C57-6J_KDN_FLT_Rep4_M26,Mmus_C57-6J_KDN_FLT_Rep5_M27,Mmus_C57-6J_KDN_FLT_Rep6_M28,Mmus_C57-6J_KDN_GC_Rep1_M33,Mmus_C57-6J_KDN_GC_Rep2_M34,Mmus_C57-6J_KDN_GC_Rep3_M35,Mmus_C57-6J_KDN_GC_Rep4_M36,Mmus_C57-6J_KDN_GC_Rep5_M37,Mmus_C57-6J_KDN_GC_Rep6_M38
ENSMUSG00000021782,3343.479131,3415.845082,3266.28583,2885.301615,3246.44201,3193.447265,3166.956463,2945.799537,3178.185233,2972.366016,3289.118792,3257.94103
ENSMUSG00000021785,1490.524181,1332.052977,1274.327309,1527.153339,1407.086319,1382.807319,1341.471081,1413.799484,1641.324666,1434.039111,1504.22389,1311.523194
ENSMUSG00000021786,1180.140579,1004.790106,1165.943847,991.6202566,1041.974238,988.3115493,951.8452305,987.39601,1143.298335,1011.235434,1138.275904,978.7258268
ENSMUSG00000021792,3743.757493,3474.552989,4090.283248,3395.307606,2961.349285,2959.903794,2894.584046,2792.329903,2806.974762,3225.653707,2705.214717,2663.647589
ENSMUSG00000021794,18164.62319,16206.74717,15816.79103,23244.32348,19194.72564,19261.65593,16302.33918,15726.66807,20592.18648,18314.9299,20067.21196,15708.09723
ENSMUSG00000021796,3262.820001,3023.975578,3272.647574,3081.688155,3385.241085,3305.313362,3466.544307,3562.200145,3252.010704,3551.648872,3635.787566,3134.610191
ENSMUSG00000021798,146.9268389,98.62410826,89.6108851,131.9687728,148.111004,158.1594918,151.4826254,134.4172032,130.4177365,164.4627669,134.1253324,108.1844878
ENSMUSG00000021799,4.586606556,1.508460449,1.786745238,1.452982271,0,3.521432566,3.763582032,2.414318609,0,1.374937306,2.289224608,2.784688975
ENSMUSG00000021803,22.24514057,10.0398191,9.888268831,48.36658699,11.71849535,16.00153784,20.05085335,15.35021359,37.97071013,13.64742974,19.79767246,20.14272863
ENSMUSG00000021804,3.241276601,6.475395227,7.64720351,16.74752011,9.119273558,16.37505636,4.596725773,17.53343546,9.197436048,4.538477333,4.248211436,16.23511015
ENSMUSG00000021806,1543.352313,1806.222552,1939.533426,1850.68778,1755.52036,2164.332641,1898.894019,1842.857764,1637.363805,1641.196393,1666.619256,1910.355918
ENSMUSG00000021807,1878.738245,1843.653096,1946.577516,1736.492812,1806.750497,1843.542644,1756.346036,1937.344178,1970.523793,1873.539886,1824.996937,1681.873132
ENSMUSG00000021809,325.8370074,373.9972903,263.3804352,380.9374462,300.9482863,410.1884795,317.9425054,381.7789106,380.0693283,271.5351673,268.3998952,414.902182
ENSMUSG00000021810,1210.289881,1410.908602,1339.971659,1286.336989,1190.874484,1139.73833,1237.507865,1297.941996,1282.655217,1162.049051,1304.75492,1087.3326
ENSMUSG00000021811,541.8248928,587.4665297,530.4358987,435.5741514,576.6896109,602.738934,523.6910662,645.5682992,490.1746064,526.4399544,597.665046,453.9913244
ENSMUSG00000021814,3171.393958,3272.58221,3091.748875,2724.956564,2714.975661,2803.510309,2738.21981,3148.351323,3360.440302,3353.917997,3346.784898,3012.978306
ENSMUSG00000021815,7.405704517,13.37474727,9.056537827,9.269985911,10.8396075,6.995103366,5.280278533,7.156607248,8.441432248,8.769515989,9.904538876,23.1756096
ENSMUSG00000021816,1187.849535,1154.401611,1129.755331,1375.53145,1429.696801,1259.548994,1402.616909,1166.738426,1264.985587,1143.340761,1347.07381,1264.991944
ENSMUSG00000021819,3097.024475,3002.168758,3232.229722,2944.426426,3088.879297,3326.024485,3018.617571,2940.732622,3031.725494,3254.807561,3022.52451,3449.784906
ENSMUSG00000021820,578.2680994,832.0927323,663.0104539,674.0993636,804.9125288,800.8507434,588.6313191,625.9747304,610.2270583,808.4060562,734.4239909,793.6943375
ENSMUSG00000021822,42039.54552,30226.48421,39428.49911,31093.26633,34250.61329,29969.29589,34271.6605,31791.65719,31260.32516,39598.07183,42643.34768,29977.77364
ENSMUSG00000021823,4338.610794,4345.14937,4179.236059,4244.264577,4618.295211,4996.039668,4917.403206,5216.448613,4090.344733,4158.79803,3961.046784,4258.32063
ENSMUSG00000021824,1182.246295,1062.069085,1129.620264,1162.421719,1263.827581,1294.851459,1050.62712,1054.545597,1273.988854,1212.937232,1329.15699,1111.441297
ENSMUSG00000021830,1020.590952,1048.580986,992.4407763,813.9377459,1077.756344,1029.553219,1128.235942,1023.454065,847.8381389,1075.262745,1067.280683,964.1903823
ENSMUSG00000021831,1713.328949,1643.539284,1637.366738,1798.120491,1774.157393,1582.61687,1886.517632,1509.870183,1848.589111,1771.888475,1747.213424,1588.797008
ENSMUSG00000021832,2064.461864,1814.514659,1971.699568,2006.239793,1943.071527,2013.675449,1913.181964,1768.338466,2090.972449,1979.23596,1936.761563,1858.484402
ENSMUSG00000021835,849.8405955,1016.550147,914.1516096,750.0276507,950.9312539,898.0584462,933.8997252,790.8625057,839.0454455,898.2679667,1435.514213,963.3095829
ENSMUSG00000021838,527.5817659,586.8925659,544.3297407,546.0578449,572.7651402,645.3414957,540.8830416,745.7680122,560.1898154,605.6382232,576.1288769,536.0511693
ENSMUSG00000021840,3327.63527,3310.709518,3201.261931,3049.217882,3131.620208,3140.517006,3236.579509,3314.108457,3155.526278,3083.363696,3261.003929,3215.13576
ENSMUSG00000021843,2042.422951,2326.652094,2167.539186,2082.921855,2075.638018,2471.259305,2201.432364,2048.721762,1833.204217,2003.383385,2159.495792,2484.708867
ENSMUSG00000021846,2705.192833,2644.246849,2597.352782,2631.990988,2818.018982,2558.77353,2854.531554,2560.610603,3121.958265,2870.52919,2931.943181,3042.834024
ENSMUSG00000021848,2.82917751,0.745059633,0,5.641776694,1.884811961,0,0,0.683447595,3.525598882,2.2948183,1.526097585,2.659597117
ENSMUSG00000021850,4357.633285,3784.64352,4131.993679,3881.201852,3949.799912,3591.514534,4227.708363,3848.061004,4493.633133,4089.727003,4942.462259,3843.065114
ENSMUSG00000021866,5346.001389,5438.723544,5014.256796,4606.629934,4718.507877,4927.762872,5360.348515,5851.500073,5507.880079,5477.510615,5423.421779,4479.177931
ENSMUSG00000021867,2693.896946,2811.502595,2663.468848,2923.766299,2801.729854,2524.518667,2337.168998,2057.200857,2237.116305,2665.441426,2801.49286,2465.824184
ENSMUSG00000021868,1428.310995,1542.838447,1384.250957,1450.386831,1396.211389,1242.304616,1196.943632,1365.833392,1573.166552,1468.508289,1532.090944,1368.19988
ENSMUSG00000021870,5088.121236,4793.75376,5091.437183,5213.048171,5137.172771,4699.47676,5175.06772,5206.768681,5369.966643,5014.616057,5366.173114,5099.587194
ENSMUSG00000021871,347.7487694,443.4918871,371.9748077,403.8557159,410.0635327,483.4572408,449.8219143,349.6251083,304.2867092,361.0057941,377.0529879,348.1682682
ENSMUSG00000021872,2.163956824,0,1.68428965,0,0,1.89212412,4.323338903,2.091412224,1.079817756,0.996823088,0,0
ENSMUSG00000021876,223.3605574,348.5025305,197.5940636,328.8755574,326.021501,323.8454143,343.6440789,434.3799426,447.707006,1427.804731,381.6216441,362.1908543
ENSMUSG00000021877,2535.321949,2559.711621,2563.117336,3127.013268,3070.948589,2722.425494,2922.962418,2489.324366,2657.831679,2274.194556,2400.180401,2319.258186
ENSMUSG00000021879,89.48211854,116.479599,118.6218431,105.3284762,115.6748595,97.94327684,136.4488155,103.9051737,76.72088462,143.6435148,142.218665,208.4257384
ENSMUSG00000021880,23.16056499,33.80615266,35.28769351,68.47109406,47.45081022,64.14142572,68.69763253,26.6118162,24.60285866,63.05911595,47.0441777,63.68232467
ENSMUSG00000021884,3053.401116,2537.299346,2446.942609,3521.779562,2625.852369,2077.318681,2034.385377,1740.403711,2466.098458,2414.414007,2306.230203,2290.316579
ENSMUSG00000021886,37.03847325,52.39417462,37.05619376,133.8742349,69.5232786,104.9443563,54.9066089,54.19675348,26.37714773,52.62199924,42.58429085,70.52702396
ENSMUSG00000021890,1923.832364,2305.412708,2017.492081,2034.823216,1803.231122,1988.834058,1792.169354,2039.048579,1868.289436,1871.098863,1882.78968,1560.617648
ENSMUSG00000021891,400.3456311,466.1069748,346.9143597,598.4607973,441.4962018,402.3657598,451.5061876,410.270417,350.6057625,426.5391385,490.1681785,530.041741
ENSMUSG00000021892,2459.337293,2197.769396,2039.886909,2199.31501,1894.723495,2129.082901,1960.951462,2231.438566,2043.8092,2779.015862,2574.31435,2453.326223
ENSMUSG00000021893,1538.65989,1464.124731,1631.992542,1681.303416,1540.075331,1522.154835,1490.891642,1356.528957,1543.792156,1641.760057,1521.770363,1603.383656
ENSMUSG00000021895,2307.587368,2309.740549,2053.353505,2242.124379,2059.690945,2173.095483,2133.861122,2215.462848,2233.28916,1948.488827,1932.107439,1964.387139
ENSMUSG00000021898,0,2.384466009,1.854391521,10.59371578,2.765668185,10.77254261,9.207281939,2.490165278,1.96841068,2.725342786,5.782895819,6.921908468
ENSMUSG00000021900,2650.574899,2380.790219,2403.266439,2414.040171,2219.18158,2161.403273,2164.743139,2153.655742,2700.90997,2493.765438,2423.724176,1994.026634
ENSMUSG00000021901,2378.084165,2390.851973,2146.377434,2178.950211,2256.13703,2218.018731,2274.26975,2437.287336,2521.13301,2321.555728,2424.065186,2514.543671
ENSMUSG00000021902,382.8056725,324.1105391,293.0915522,318.5144857,259.8419342,324.129791,325.6056828,287.5482243,417.839637,352.138441,404.6578132,326.4394018
ENSMUSG00000021903,374.9845908,404.2661762,314.9214464,197.7247969,254.1315184,436.3197306,368.2196387,488.3287361,372.1804111,413.157938,334.4884486,310.990245
ENSMUSG00000021904,3876.104044,3730.452546,3655.460794,3302.213244,2972.698481,3157.38214,3296.70925,3328.025694,3095.6274,3396.306811,2776.57344,3118.045994
ENSMUSG00000021905,726.5563638,769.9844847,716.9709545,752.8261921,748.0652409,788.3152563,863.8137276,746.2815677,824.7952745,746.5795774,635.717005,578.6746543
ENSMUSG00000021906,1217.803572,989.5235713,1075.374051,1059.390953,991.0284937,856.7270909,1079.39191,970.2712156,1081.870533,978.5635939,1060.466187,1053.537252
ENSMUSG00000021908,86.75808799,59.07441723,83.98243188,106.0850169,102.9653874,74.95056386,69.69717229,97.13008328,124.5085099,85.74828108,92.10952062,61.46420378
ENSMUSG00000021910,12443.41818,12736.00023,13135.88315,12955.94972,12885.71776,12594.54747,12070.35458,11767.25056,12570.7971,11562.56224,11655.50737,12967.78579
ENSMUSG00000021911,1391.158282,1485.721275,1470.128674,1700.46152,1530.413474,1566.233305,1395.707848,1542.879996,1679.969751,1585.410275,1709.06714,1705.267449
ENSMUSG00000021913,113.9102697,114.4097148,102.5634001,54.3190849,57.46395329,79.66687827,56.75352321,62.15718637,96.63611324,122.4748131,56.19171952,74.22144295
ENSMUSG00000021916,423.7399165,454.4905289,426.8880131,444.1017299,534.5504013,555.5527606,485.5782772,477.5317195,478.3140395,547.8574174,635.7533621,516.7455949
ENSMUSG00000021917,1429.621733,1461.879905,1212.555268,1261.992756,1362.025534,1237.640634,1288.852794,1303.415411,1517.09476,1361.925739,1344.390292,1217.040852
ENSMUSG00000021918,938.6571831,859.9346047,945.1837666,791.5503214,868.0699488,789.1803814,901.8405873,896.5117806,879.1434693,909.4622888,969.8427482,934.8031488
ENSMUSG00000021922,3.393523864,22.13836826,22.23494965,7.574922843,12.05860193,7.19643068,1.245937714,13.37044351,10.70124116,2.104724097,0.712660681,2.175186244
ENSMUSG00000021928,164.2635991,194.2510936,254.5341062,205.1066435,217.1936092,215.0184481,207.2428101,207.5411055,269.2901885,290.4080063,243.5460132,171.5648799
ENSMUSG00000021929,1206.573806,1188.913941,1179.571555,1300.326237,1253.378987,1308.371769,1334.603604,1214.550059,1319.75688,1267.925948,1363.156826,1144.884921
ENSMUSG00000021930,602.6852902,546.4064256,618.9170562,622.1797565,511.034683,441.844892,533.414617,538.8576551,613.9041601,516.3347874,549.9882965,413.7801412
ENSMUSG00000021932,310.3252752,414.127135,275.5437923,243.071568,265.1426501,385.9451012,278.5443866,307.5898893,422.9754072,349.5324296,282.8553454,353.3155382
ENSMUSG00000021933,0.674189664,0,4.570621146,3.504007585,0,3.376274714,1.344420737,0,1.436084064,1.326702599,0,3.848811066
ENSMUSG00000021936,722.2788232,726.424076,622.2128223,854.8193573,772.7050079,733.0767476,847.9502012,657.4598044,686.4863663,740.9677714,773.0811305,714.3706393
ENSMUSG00000021938,518.2776986,698.1775229,701.9582398,591.4819473,753.7269967,600.6044844,495.5894889,681.2164244,687.9173536,669.1213942,607.3992181,698.6262873
ENSMUSG00000021939,24559.50677,24607.03787,19407.13745,24030.58896,20545.82924,21158.82548,19509.84707,20473.54374,22595.28889,25657.9802,19776.38616,19781.16924
ENSMUSG00000021943,286.0502944,332.462819,245.5826206,602.9768126,482.1462363,541.1013466,498.0649641,497.4012673,390.2359696,474.7593403,420.6727529,527.7095186
ENSMUSG00000021944,0.841438649,1.236242382,1.309413213,0.818438158,0.717395856,4.075554435,0.584931169,0.813028152,0,0,4.201303873,0
ENSMUSG00000021945,2161.332194,1990.710836,1723.983953,1806.604766,2247.017116,2136.316213,2278.485004,2057.702974,1991.755773,2330.012692,1932.65096,2005.547253
ENSMUSG00000021947,4903.941342,4706.617412,4464.862965,4483.863574,3751.161878,3844.880575,3937.360094,4030.808325,5460.349846,4859.584499,4576.233832,4371.203301
ENSMUSG00000021948,2543.302803,2587.831991,2473.336721,2888.521055,2691.701009,2777.275585,2560.087896,2679.093616,2328.63472,2522.123759,2466.343006,2741.530034
ENSMUSG00000021950,41.26309136,53.50144725,65.86867995,42.22794495,46.96648307,57.96185658,28.51244142,65.43512137,52.75780192,53.59271996,30.70314014,24.18261494
ENSMUSG00000021951,271.9314298,200.8721741,315.7124801,290.3070055,243.2060402,231.4878701,231.6420507,222.1349191,283.0346191,253.2195471,206.7096388,171.5001671
ENSMUSG00000021952,1581.833346,1468.008825,1583.002421,1756.901509,1709.255957,1474.118529,1555.630855,1565.373409,1490.517646,1609.281667,1561.925949,1733.284527
ENSMUSG00000021957,9754.472422,13688.27574,10006.73941,10815.72082,8133.038473,8779.68667,7843.899829,9859.347431,9959.071725,9833.765935,7289.178024,8908.482731
ENSMUSG00000021958,85.10947153,108.6313898,100.0821609,89.32490065,108.0839663,101.4047847,102.6200204,122.2479174,100.4640281,80.44267247,79.84762768,109.8441633
ENSMUSG00000021959,2740.624211,2910.998442,2660.310499,2446.689545,2749.552276,2839.499303,3556.770197,3262.842424,3174.405503,2801.651767,3018.709578,2983.521611
ENSMUSG00000021962,793.7801455,976.2356137,899.2605614,884.4015867,835.4699603,909.0150356,947.4092194,1129.987135,887.3600565,903.4882619,868.2041064,932.1118464
ENSMUSG00000021963,1518.07358,1675.376643,1662.8983,1485.370596,1208.561304,1222.401155,1229.918242,1259.505852,1215.086008,1372.989414,1245.61431,1159.565032
ENSMUSG00000021965,36.00987202,54.33880082,57.23421802,36.21670678,24.00514652,40.30291872,15.5582219,43.93466457,28.05748191,33.37059216,16.20883696,47.58880753
ENSMUSG00000021967,634.9507105,769.1587397,670.012542,757.5428816,625.2655439,671.4051947,551.3381734,578.2852441,680.3927788,651.958627,609.7361242,545.4493854
ENSMUSG00000021969,509.2117102,639.2213593,687.4299438,715.0391671,765.7238024,685.3825763,681.3346008,708.70298,613.7876025,634.7677379,868.4521645,674.8549542
ENSMUSG00000021972,2028.463247,2081.683111,1837.43132,1657.301112,1838.817797,1884.491689,2055.469192,2007.045232,1988.638185,2045.948814,1933.819232,2215.38118
ENSMUSG00000021973,1926.804801,1861.522213,1771.98744,1786.070327,1669.279401,1616.06831,1773.534974,1699.857653,1915.14376,1987.310136,1896.028364,1593.079995
ENSMUSG00000021974,782.7716235,731.3996808,762.6684107,673.6522477,731.90544,707.5670092,819.7633091,529.0634111,705.7155457,883.9995154,996.9615951,618.5752397
ENSMUSG00000021975,545.5406588,529.2686667,507.1323237,442.298215,452.6531218,505.0480673,506.6413118,561.0797425,514.5166866,533.1238793,527.8067402,488.3926204
ENSMUSG00000021978,2913.254354,3074.453878,3137.012024,3013.831032,3263.012772,3294.961764,3262.085696,3236.558216,3012.91752,3134.924046,2990.047113,3078.28981
ENSMUSG00000021981,3061.877241,2977.775655,2861.058604,2190.729245,2727.467283,2861.309874,3291.855723,3115.714857,2540.783943,2545.437125,2700.550167,2239.4469
ENSMUSG00000021982,1158.398558,997.3016029,1111.616684,1167.437342,1060.660343,1046.730998,1307.292579,1071.184022,1365.359205,1234.280083,1329.506544,1152.432928
ENSMUSG00000021983,44.28318281,40.58222502,108.6775164,69.68091242,161.7646452,46.44434356,93.22144908,66.53843032,59.56299495,58.84211649,52.06783215,60.01140078
ENSMUSG00000021986,17.14810817,47.18665232,16.70038832,21.40053609,18.04319539,13.58466942,24.25546656,28.95260976,21.86668781,24.66336924,32.35936261,20.94756766
ENSMUSG00000021987,2291.810259,2084.175332,2484.609735,2248.417048,2673.227864,2478.472049,2503.835309,2301.319973,2463.972439,2644.091508,2619.903109,2285.921537
ENSMUSG00000021990,4798.570313,4308.339835,4830.345932,3848.075387,4217.427362,4364.30432,4937.310386,4918.119776,4734.810588,4664.389471,5321.037236,4606.986322
ENSMUSG00000021991,2.988303575,4.026102939,2.052009976,5.75239561,5.109072472,7.597184448,5.90485568,0.536468644,2.889393943,3.409437148,2.800865245,8.201225815
ENSMUSG00000021993,1259.597507,1260.758038,1293.159142,1142.689896,1178.954276,1080.09726,1170.064856,1072.590617,1104.842495,1171.745293,1121.873263,1082.878753
ENSMUSG00000021994,965.4163394,895.9773454,1383.324318,683.3049797,1189.690147,1454.30523,1145.805289,1214.988936,812.8702351,814.8495507,925.1799747,845.8225064
ENSMUSG00000021996,8144.300562,7382.907418,7337.675417,7548.242288,7558.286759,6743.305859,6329.089909,6661.562093,8735.242984,7720.384665,7723.225031,6360.058717
ENSMUSG00000021997,1.058611382,1.115038996,0,0,2.707139047,0,0,1.022850101,4.219859847,0,0.990174522,5.036954431
ENSMUSG00000021998,1222.165363,1244.921839,1867.189738,1964.631061,1667.567907,1854.496898,1514.439571,1751.976035,1317.466289,1347.165007,1481.726767,1687.140496
ENSMUSG00000021999,73.50653451,63.06868618,142.218996,88.00596893,68.24221454,57.54049,43.01416012,54.80521859,45.0690499,60.95876769,79.69561007,66.06123994
ENSMUSG00000022000,2153.853937,2105.951787,1842.390916,1868.101263,1714.943185,1907.998547,1670.900138,2005.696816,1951.181494,1836.587598,1949.640147,1743.122705
ENSMUSG00000022003,4392.957977,4090.841077,4401.95883,3568.044605,3876.378367,3687.820885,3960.023506,4024.237544,4289.078605,4786.003397,4992.722628,4078.097124
ENSMUSG00000022008,1235.34251,1315.369244,1189.199115,1307.799902,1196.757774,1211.24481,1408.703291,1250.689591,1261.401659,1333.626399,1342.179129,1195.392017
ENSMUSG00000022009,274.335297,278.8687834,272.7370381,293.3030295,256.9385806,242.0113267,284.9456867,269.1245138,279.5137981,214.4538099,313.8043124,279.9925233
ENSMUSG00000022010,10299.31325,10464.72758,10869.13843,10884.55093,9362.381689,9267.059795,8637.129419,11140.83422,9461.605021,7027.223739,6855.30468,9463.956228
ENSMUSG00000022012,106.4345132,130.0967937,152.9981296,214.0031462,200.4156161,144.6195045,139.6052828,109.1313022,92.70083818,68.76950078,121.2559237,123.8056359
ENSMUSG00000022013,906.3699905,1059.220746,1095.780816,1262.459606,1097.652024,1056.429353,1062.46632,786.9053471,1156.604327,997.0424452,1095.478434,884.3644207
ENSMUSG00000022014,85.42688884,150.0304729,148.3322928,254.1319067,111.1504344,142.4655003,155.5114856,120.512404,93.42912666,118.7789607,99.42184712,147.2479514
ENSMUSG00000022015,0,1.114883787,2.470659441,3.089080936,0,1.999126722,1.055808642,2.045389176,1.055034666,0.974531412,0,1.007470431
ENSMUSG00000022016,4939.223567,4290.5826,4584.770401,4690.095125,5251.189773,4421.385316,4953.434929,4806.713381,5206.750522,4957.589106,5545.732541,5188.386866
ENSMUSG00000022018,300.7441403,500.6605853,444.6443197,488.0800143,475.34826,504.8253062,448.4143705,508.1522796,434.0442436,383.5670802,296.4932915,353.0279443
ENSMUSG00000022019,1406.7423,1525.79262,1326.619377,1796.460683,1538.69898,1572.965469,1664.159056,1524.003977,1495.669414,1516.287611,1591.02388,1671.434653
ENSMUSG00000022020,472.5834915,410.0287236,410.6893753,570.5599827,526.9248618,530.8318348,478.9894436,481.9780011,575.2079788,496.2305732,512.1496034,524.5125677
ENSMUSG00000022021,133.3860377,158.7432201,153.2190549,156.1398867,136.7895515,184.777101,73.9412694,116.0512977,65.322966,76.53154047,59.73590375,176.9602061
ENSMUSG00000022022,208.3039093,186.7156734,207.4974772,201.5920171,200.2608499,189.6363912,186.8325366,198.0216857,240.04195,204.6276464,241.0640824,171.865249
ENSMUSG00000022023,1068.55053,1100.775403,938.6596818,1094.315649,930.3142625,1009.459218,1101.422878,1020.858519,985.0001047,873.8934482,950.3081057,983.3681437
ENSMUSG00000022024,1273.307586,1340.780746,1398.85345,1228.409275,1219.938675,1307.3607,1143.391548,1132.330038,1455.276286,1568.387493,1445.737756,1193.866844
ENSMUSG00000022025,0.77841646,0.82027115,6.059388777,0.758908441,1.884415813,0,1.983424148,0,4.78905665,2.151941781,0,1.484474804
ENSMUSG00000022026,198.9639084,172.1169706,169.22406,142.815141,107.5059951,80.9102233,126.5398909,131.9122685,145.7585762,127.2320817,179.2344833,200.0722936
ENSMUSG00000022031,1288.322189,1261.168014,1274.608034,1193.259329,1165.088605,1158.862298,1216.24817,1335.476344,1374.676972,1387.362502,1376.888052,1238.770032
ENSMUSG00000022032,139.2020506,167.2923737,195.4409743,133.4665129,165.0805016,151.6890027,201.4335279,156.8060362,171.4322477,158.1623543,153.5841904,178.8601939
ENSMUSG00000022033,68.22314291,109.4734373,141.3142418,127.9524715,97.7179765,106.0847365,44.01327191,73.03093756,56.53961933,103.4445691,38.33009071,74.9896915
ENSMUSG00000022034,63.83697127,67.98261639,93.95059992,68.43911927,107.495004,102.8945618,43.22331608,73.64853654,41.40858512,52.3108054,15.01387784,113.231834
ENSMUSG00000022035,810.4634277,804.1844792,777.5752063,945.7834017,914.3765887,856.9458177,798.5566836,805.8275248,777.33823,789.9326574,776.2576437,869.6169624
ENSMUSG00000022037,16025.67941,17478.47534,13695.0419,15324.9105,11031.39215,11739.58796,14030.79835,13389.21327,14213.42476,12280.68123,13225.39619,13446.6765
ENSMUSG00000022040,3455.33533,3859.601663,3067.962374,3158.843686,2446.306995,2278.74157,2987.937745,3234.103849,3527.915834,2939.586989,3059.827976,3020.11417
ENSMUSG00000022041,7.679695544,7.726225104,15.68279447,3.731535376,3.269236495,0,2.869909372,7.568944468,7.954947099,4.41758802,4.486556255,4.564697184
ENSMUSG00000022043,1748.088807,1827.7331,1669.152924,1750.546618,1691.479278,1783.513488,1619.688297,1888.185442,1501.067784,1739.695383,1334.987067,1753.071223
ENSMUSG00000022048,2509.553734,2473.203498,2340.280254,2475.894538,2480.568599,2638.313267,2886.209413,2849.0769,2267.668438,2566.723475,2479.617831,2487.591926
ENSMUSG00000022051,3901.871095,3697.122237,4265.59628,3494.197856,3577.613163,3677.982517,3248.720412,3465.178319,3544.771761,3276.553822,3602.323803,3084.674056
ENSMUSG00000022052,1451.33608,1436.637879,1368.501534,1433.897469,1231.871055,1244.035775,1519.286198,1493.567664,1333.791063,1320.539222,1428.390875,1288.345166
ENSMUSG00000022053,3.653078777,38.07200044,20.27922088,5.318128531,7.952911187,6.29827226,6.81661474,8.220360794,14.80156717,15.90963062,3.836210774,3.847080534
ENSMUSG00000022054,30.17910829,37.87607574,59.10855733,24.75006102,22.60277863,44.51371475,31.47814306,44.3425073,38.27373042,23.46358336,27.93886916,28.42534214
ENSMUSG00000022055,39.18416473,44.61381098,38.72261656,61.75538499,33.36619501,20.99875359,23.21999084,29.67155289,23.20620256,18.51993224,21.77989122,23.16637993
ENSMUSG00000022057,5.292798728,3.345004028,5.765464588,5.147911206,2.707357051,12.99557314,3.167154973,11.2509361,1.054981873,16.56790846,5.941179521,4.029640737
ENSMUSG00000022061,48.71223649,53.5341303,39.54474296,74.10993264,51.40756701,75.99232718,71.77353889,61.38635993,36.91975879,52.63439524,56.43141794,53.38477973
ENSMUSG00000022064,351.4666124,396.1260406,359.288336,406.1161121,361.9490243,408.386689,376.2944797,329.4749487,312.4859498,355.8161796,411.1166018,426.2179222
ENSMUSG00000022066,4131.322621,3696.193182,4350.304014,3492.924483,3573.123518,3412.188748,3326.470317,3103.588463,3624.17516,3264.150001,3389.732231,3327.832067
ENSMUSG00000022070,52.8354053,50.34899646,83.61384716,109.5122559,107.1543508,73.13383454,55.13473559,55.85704804,57.03684287,56.39843518,65.43131187,78.23413644
ENSMUSG00000022074,160.2759981,188.0156016,199.6451638,185.0891479,167.6386859,226.1340671,148.6218396,156.4342582,128.1843689,144.4125295,139.9885729,191.5825008
ENSMUSG00000022075,1324.802057,1140.71019,1245.672368,992.7961953,1198.032371,1115.154917,1248.624221,1170.808547,1179.741744,1219.325303,1362.293449,1289.800205
ENSMUSG00000022089,506.3014633,474.4614564,466.3526802,501.1462009,426.2830308,450.5358858,507.5360354,466.3231404,521.2732355,452.7175209,469.4076653,428.979485
ENSMUSG00000022090,342.1883558,379.5778973,361.296723,448.3767566,429.9425678,444.9479737,342.0074751,327.7919285,289.1341599,345.2459161,300.4162066,354.5371641
ENSMUSG00000022091,879.3634031,809.7697733,916.0801335,796.0292744,832.2640047,866.1734248,873.2834671,881.3800631,863.1790308,774.1341676,948.0344136,875.8585489
ENSMUSG00000022092,468.7032187,397.0407015,596.7393298,529.0854179,567.7939216,487.0150328,376.0727777,395.0014846,459.7201704,390.3839626,515.3864318,408.2837968
ENSMUSG00000022094,1463.050451,1329.771973,1670.660394,1672.792129,1926.760046,1419.698577,1140.050071,1283.610754,1552.459651,1169.274947,1504.005225,1800.559172
ENSMUSG00000022095,798.6551518,789.7639792,736.6440927,768.7550996,768.0935471,778.0432271,761.9599335,798.1723306,800.5660555,817.8527765,782.0310249,859.1090658
ENSMUSG00000022096,273.2329207,304.1497267,418.1765292,112.45416,207.0102194,239.8088185,257.8123607,310.7894077,162.5556599,216.6743792,188.45158,157.947384
ENSMUSG00000022098,700.3735115,693.0432343,753.6658143,762.8936812,704.9619474,801.1773563,797.614151,714.6473758,663.6905533,766.3419845,754.4445276,867.7272107
ENSMUSG00000022099,4493.071391,4174.289066,4075.303762,4376.046105,4462.885433,4118.055608,4230.696049,3805.746426,4207.354014,4059.426473,4447.973006,4080.737388
ENSMUSG00000022100,3224.958783,3104.490463,3329.112812,3144.59334,3352.306749,3047.864278,3274.30736,3144.736737,3599.668983,3568.585401,3625.273218,3193.982482
ENSMUSG00000022101,0,3.582950432,4.503759594,3.315222061,0.96995087,4.283460086,1.734828862,1.095468296,4.526827174,4.801195019,1.06240813,10.80776204
ENSMUSG00000022102,85.54441425,48.56233827,104.0277384,61.35184838,119.0959707,113.9605103,116.4927947,69.03263835,111.7496911,67.36899203,140.9983667,113.9035858
ENSMUSG00000022103,12.83905697,23.12305903,13.55005407,10.69072989,10.14702175,27.30069971,15.01108505,33.20880901,15.52164774,12.00780232,15.30047725,17.43680868
ENSMUSG00000022105,2253.606767,2080.554976,2065.001785,2436.867656,2485.12093,2213.924584,1959.846214,1917.655554,2085.034846,1930.163037,2298.100779,2123.088002
ENSMUSG00000022106,913.4409613,894.9643075,997.3091466,851.9483859,819.3056502,777.604082,825.9957931,939.9561176,1023.446382,983.7891164,1046.761415,956.5122516
